transcriptId,meetingType,result,similarity,groundTruthText,predictedText,assigneeUserIdCorrect,assigneeNameCorrect,dueDateCorrect,sourceSupported
transcript-049,RETROSPECTIVE,TP,1,Cập nhật tài liệu hướng dẫn người dùng,Cập nhật tài liệu hướng dẫn người dùng,true,true,true,true
transcript-049,RETROSPECTIVE,TP,1,Kiểm tra luồng tạo và hoàn thành sprint,Kiểm tra luồng tạo và hoàn thành sprint,true,true,true,true
transcript-050,TECHNICAL_DISCUSSION,TP,1,Cập nhật tài liệu hướng dẫn người dùng,Cập nhật tài liệu hướng dẫn người dùng,true,true,true,true
transcript-050,TECHNICAL_DISCUSSION,TP,1,Kiểm tra luồng tạo và hoàn thành sprint,Kiểm tra luồng tạo và hoàn thành sprint,true,true,true,true
transcript-050,TECHNICAL_DISCUSSION,TP,1,Tối ưu truy vấn danh sách cuộc họp,Tối ưu truy vấn danh sách cuộc họp,true,true,true,true
transcript-050,TECHNICAL_DISCUSSION,TP,1,Đối chiếu số liệu báo cáo tiến độ,Đối chiếu số liệu báo cáo tiến độ,true,true,true,true
transcript-050,TECHNICAL_DISCUSSION,TP,1,Thiết kế lại trạng thái rỗng của dashboard,Thiết kế lại trạng thái rỗng của dashboard,true,true,true,true
transcript-051,DAILY_STANDUP,TP,1,Đối chiếu số liệu báo cáo tiến độ,Đối chiếu số liệu báo cáo tiến độ,true,true,true,true
transcript-051,DAILY_STANDUP,TP,1,Thiết kế lại trạng thái rỗng của dashboard,Thiết kế lại trạng thái rỗng của dashboard,true,true,true,true
transcript-051,DAILY_STANDUP,TP,1,Kiểm thử tải cho API trợ lý dự án,Kiểm thử tải cho API trợ lý dự án,true,true,true,true
transcript-051,DAILY_STANDUP,TP,1,Rà soát cảnh báo công việc quá hạn,Rà soát cảnh báo công việc quá hạn,true,true,true,true
transcript-051,DAILY_STANDUP,TP,1,Chuẩn hóa dữ liệu transcript tiếng Việt,Chuẩn hóa dữ liệu transcript tiếng Việt,true,true,true,true
transcript-052,SPRINT_PLANNING,TP,1,Rà soát cảnh báo công việc quá hạn,Rà soát cảnh báo công việc quá hạn,true,true,true,true
transcript-052,SPRINT_PLANNING,TP,1,Chuẩn hóa dữ liệu transcript tiếng Việt,Chuẩn hóa dữ liệu transcript tiếng Việt,true,true,true,true
transcript-052,SPRINT_PLANNING,TP,1,Xác nhận tiêu chí nghiệm thu với khách hàng,Xác nhận tiêu chí nghiệm thu với khách hàng,true,true,true,true
transcript-052,SPRINT_PLANNING,TP,1,Hoàn thiện API quản lý công việc,Hoàn thiện API quản lý công việc,true,true,true,true
transcript-052,SPRINT_PLANNING,TP,1,Bổ sung kiểm thử phân quyền workspace,Bổ sung kiểm thử phân quyền workspace,true,true,true,true
transcript-053,SPRINT_REVIEW,TP,1,Hoàn thiện API quản lý công việc,Hoàn thiện API quản lý công việc,true,true,true,true
transcript-053,SPRINT_REVIEW,TP,1,Bổ sung kiểm thử phân quyền workspace,Bổ sung kiểm thử phân quyền workspace,true,true,true,true
transcript-053,SPRINT_REVIEW,TP,1,Sửa lỗi hiển thị avatar trong backlog,Sửa lỗi hiển thị avatar trong backlog,true,true,true,true
transcript-053,SPRINT_REVIEW,TP,1,Cập nhật tài liệu hướng dẫn người dùng,Cập nhật tài liệu hướng dẫn người dùng,true,true,true,true
transcript-053,SPRINT_REVIEW,TP,1,Kiểm tra luồng tạo và hoàn thành sprint,Kiểm tra luồng tạo và hoàn thành sprint,true,true,true,true
transcript-054,RETROSPECTIVE,TP,1,Cập nhật tài liệu hướng dẫn người dùng,Cập nhật tài liệu hướng dẫn người dùng,true,true,true,true
transcript-054,RETROSPECTIVE,TP,1,Kiểm tra luồng tạo và hoàn thành sprint,Kiểm tra luồng tạo và hoàn thành sprint,true,true,true,true
transcript-054,RETROSPECTIVE,TP,1,Tối ưu truy vấn danh sách cuộc họp,Tối ưu truy vấn danh sách cuộc họp,true,true,true,true
transcript-054,RETROSPECTIVE,TP,1,Đối chiếu số liệu báo cáo tiến độ,Đối chiếu số liệu báo cáo tiến độ,true,true,true,true
transcript-054,RETROSPECTIVE,TP,1,Thiết kế lại trạng thái rỗng của dashboard,Thiết kế lại trạng thái rỗng của dashboard,true,true,true,true
transcript-055,TECHNICAL_DISCUSSION,TP,1,Đối chiếu số liệu báo cáo tiến độ,Đối chiếu số liệu báo cáo tiến độ,true,true,true,true
transcript-055,TECHNICAL_DISCUSSION,TP,1,Thiết kế lại trạng thái rỗng của dashboard,Thiết kế lại trạng thái rỗng của dashboard,true,true,true,true
transcript-055,TECHNICAL_DISCUSSION,TP,1,Kiểm thử tải cho API trợ lý dự án,Kiểm thử tải cho API trợ lý dự án,true,true,true,true
transcript-055,TECHNICAL_DISCUSSION,TP,1,Rà soát cảnh báo công việc quá hạn,Rà soát cảnh báo công việc quá hạn,true,true,true,true
transcript-055,TECHNICAL_DISCUSSION,TP,1,Chuẩn hóa dữ liệu transcript tiếng Việt,Chuẩn hóa dữ liệu transcript tiếng Việt,true,true,true,true
transcript-056,DAILY_STANDUP,TP,1,Rà soát cảnh báo công việc quá hạn,Rà soát cảnh báo công việc quá hạn,true,true,true,true
transcript-056,DAILY_STANDUP,TP,1,Chuẩn hóa dữ liệu transcript tiếng Việt,Chuẩn hóa dữ liệu transcript tiếng Việt,true,true,true,true
transcript-056,DAILY_STANDUP,TP,1,Xác nhận tiêu chí nghiệm thu với khách hàng,Xác nhận tiêu chí nghiệm thu với khách hàng,true,true,true,true
transcript-056,DAILY_STANDUP,TP,1,Hoàn thiện API quản lý công việc,Hoàn thiện API quản lý công việc,true,true,true,true
transcript-056,DAILY_STANDUP,TP,1,Bổ sung kiểm thử phân quyền workspace,Bổ sung kiểm thử phân quyền workspace,true,true,true,true
transcript-057,SPRINT_PLANNING,TP,1,Hoàn thiện API quản lý công việc,Hoàn thiện API quản lý công việc,true,true,true,true
transcript-057,SPRINT_PLANNING,TP,1,Bổ sung kiểm thử phân quyền workspace,Bổ sung kiểm thử phân quyền workspace,true,true,true,true
transcript-057,SPRINT_PLANNING,TP,1,Sửa lỗi hiển thị avatar trong backlog,Sửa lỗi hiển thị avatar trong backlog,true,true,true,true
transcript-057,SPRINT_PLANNING,TP,1,Cập nhật tài liệu hướng dẫn người dùng,Cập nhật tài liệu hướng dẫn người dùng,true,true,true,true
transcript-057,SPRINT_PLANNING,TP,1,Kiểm tra luồng tạo và hoàn thành sprint,Kiểm tra luồng tạo và hoàn thành sprint,true,true,true,true
transcript-058,SPRINT_REVIEW,TP,1,Cập nhật tài liệu hướng dẫn người dùng,Cập nhật tài liệu hướng dẫn người dùng,true,true,true,true
transcript-058,SPRINT_REVIEW,TP,1,Kiểm tra luồng tạo và hoàn thành sprint,Kiểm tra luồng tạo và hoàn thành sprint,true,true,true,true
transcript-058,SPRINT_REVIEW,TP,1,Tối ưu truy vấn danh sách cuộc họp,Tối ưu truy vấn danh sách cuộc họp,true,true,true,true
transcript-058,SPRINT_REVIEW,TP,1,Đối chiếu số liệu báo cáo tiến độ,Đối chiếu số liệu báo cáo tiến độ,true,true,true,true
transcript-058,SPRINT_REVIEW,TP,1,Thiết kế lại trạng thái rỗng của dashboard,Thiết kế lại trạng thái rỗng của dashboard,true,true,true,true
transcript-059,RETROSPECTIVE,TP,1,Đối chiếu số liệu báo cáo tiến độ,Đối chiếu số liệu báo cáo tiến độ,true,true,true,true
transcript-059,RETROSPECTIVE,TP,1,Thiết kế lại trạng thái rỗng của dashboard,Thiết kế lại trạng thái rỗng của dashboard,true,true,true,true
transcript-059,RETROSPECTIVE,TP,1,Kiểm thử tải cho API trợ lý dự án,Kiểm thử tải cho API trợ lý dự án,true,true,true,true
transcript-059,RETROSPECTIVE,TP,1,Rà soát cảnh báo công việc quá hạn,Rà soát cảnh báo công việc quá hạn,true,true,true,true
transcript-059,RETROSPECTIVE,TP,1,Chuẩn hóa dữ liệu transcript tiếng Việt,Chuẩn hóa dữ liệu transcript tiếng Việt,true,true,true,true
transcript-060,TECHNICAL_DISCUSSION,TP,1,Rà soát cảnh báo công việc quá hạn,Rà soát cảnh báo công việc quá hạn,true,true,true,true
transcript-060,TECHNICAL_DISCUSSION,TP,1,Chuẩn hóa dữ liệu transcript tiếng Việt,Chuẩn hóa dữ liệu transcript tiếng Việt,true,true,true,true
transcript-060,TECHNICAL_DISCUSSION,TP,1,Xác nhận tiêu chí nghiệm thu với khách hàng,Xác nhận tiêu chí nghiệm thu với khách hàng,true,true,true,true
transcript-060,TECHNICAL_DISCUSSION,TP,1,Hoàn thiện API quản lý công việc,Hoàn thiện API quản lý công việc,true,true,true,true
transcript-060,TECHNICAL_DISCUSSION,TP,1,Bổ sung kiểm thử phân quyền workspace,Bổ sung kiểm thử phân quyền workspace,true,true,true,true
